user_id,signup_date,user_segment,state,age_group,tenure_days
USR000481,2024-06-27,Frequent,Maharashtra,35-44,792
USR000482,2024-11-10,New,West Bengal,18-24,656
USR000483,2023-10-23,Power,Maharashtra,25-34,1040
USR000484,2025-12-11,Occasional,Karnataka,18-24,260
USR000485,2024-04-01,New,Karnataka,18-24,879
USR000486,2025-09-01,Frequent,Telangana,35-44,361
USR000487,2026-01-04,Occasional,Haryana,35-44,236
USR000488,2023-01-02,Occasional,West Bengal,45-59,1334
USR000489,2024-06-10,New,Rajasthan,25-34,809
USR000490,2023-07-17,Frequent,Haryana,18-24,1138
USR000491,2024-03-25,Frequent,Delhi,18-24,886
USR000492,2023-06-18,Frequent,Telangana,18-24,1167
USR000493,2023-08-04,Occasional,Uttar Pradesh,18-24,1120
USR000494,2024-09-08,Occasional,West Bengal,25-34,719
USR000495,2025-11-30,Frequent,Uttar Pradesh,35-44,271
USR000496,2023-09-27,Occasional,Gujarat,25-34,1066
USR000497,2026-04-01,Frequent,Maharashtra,35-44,149
USR000498,2025-02-27,Frequent,Tamil Nadu,60+,547
USR000499,2023-01-30,New,Maharashtra,35-44,1306
USR000500,2024-05-02,Occasional,Gujarat,18-24,848
USR000501,2025-09-11,Frequent,Gujarat,18-24,351
USR000502,2026-03-28,Occasional,Tamil Nadu,25-34,153
USR000503,2024-06-22,Frequent,Karnataka,35-44,797
USR000504,2025-11-19,Power,Gujarat,60+,282
USR000505,2024-01-17,Occasional,West Bengal,35-44,954
USR000506,2025-07-23,Frequent,Gujarat,35-44,401
USR000507,2024-06-22,New,Gujarat,25-34,797
USR000508,2023-02-22,Power,Delhi,18-24,1283
USR000509,2025-07-25,Power,Karnataka,25-34,399
USR000510,2024-08-28,New,Gujarat,25-34,730
USR000511,2025-06-12,Frequent,Karnataka,45-59,442
USR000512,2025-10-30,Occasional,Rajasthan,18-24,302
USR000513,2024-03-30,Frequent,Tamil Nadu,35-44,881
USR000514,2024-12-25,Frequent,Delhi,25-34,611
USR000515,2025-12-22,Frequent,Rajasthan,25-34,249
USR000516,2024-04-16,Frequent,Rajasthan,18-24,864
USR000517,2023-11-22,New,Delhi,25-34,1010
USR000518,2024-04-08,Power,Delhi,25-34,872
USR000519,2025-05-18,Power,Uttar Pradesh,18-24,467
USR000520,2025-03-31,Occasional,Rajasthan,60+,515
USR000521,2025-09-02,Frequent,Delhi,35-44,360
USR000522,2024-09-06,New,Uttar Pradesh,35-44,721
USR000523,2024-09-30,Occasional,Haryana,25-34,697
USR000524,2023-05-17,New,Telangana,18-24,1199
USR000525,2025-09-11,Power,Tamil Nadu,25-34,351
USR000526,2023-11-23,Frequent,Telangana,25-34,1009
USR000527,2024-05-24,Power,Karnataka,18-24,826
USR000528,2024-07-19,New,Telangana,18-24,770
USR000529,2026-04-14,Power,Delhi,18-24,136
USR000530,2023-10-19,Frequent,Gujarat,18-24,1044
USR000531,2023-08-29,Frequent,Rajasthan,18-24,1095
USR000532,2025-08-22,Occasional,West Bengal,18-24,371
USR000533,2023-09-13,Frequent,Haryana,25-34,1080
USR000534,2023-05-25,Power,Gujarat,35-44,1191
USR000535,2023-03-25,Occasional,Uttar Pradesh,18-24,1252
USR000536,2025-08-13,Occasional,Delhi,35-44,380
USR000537,2025-09-24,Frequent,Tamil Nadu,25-34,338
USR000538,2023-07-01,Power,Haryana,45-59,1154
USR000539,2025-01-12,Occasional,West Bengal,35-44,593
USR000540,2025-06-04,Occasional,Karnataka,35-44,450
USR000541,2024-07-27,Power,Uttar Pradesh,45-59,762
USR000542,2025-11-06,Occasional,Uttar Pradesh,60+,295
USR000543,2023-06-20,New,West Bengal,18-24,1165
USR000544,2025-10-10,Occasional,Telangana,25-34,322
USR000545,2023-08-01,Power,West Bengal,25-34,1123
USR000546,2026-03-04,Occasional,Rajasthan,35-44,177
USR000547,2025-02-22,New,Karnataka,25-34,552
USR000548,2023-07-21,Frequent,Karnataka,45-59,1134
USR000549,2024-05-03,Occasional,Haryana,25-34,847
USR000550,2025-03-17,Frequent,Maharashtra,25-34,529
USR000551,2025-06-20,Power,Haryana,35-44,434
USR000552,2023-03-18,Power,Telangana,25-34,1259
USR000553,2023-02-22,Occasional,Delhi,18-24,1283
USR000554,2024-11-04,New,Telangana,35-44,662
USR000555,2025-07-24,Power,Uttar Pradesh,25-34,400
USR000556,2024-12-05,Occasional,Tamil Nadu,18-24,631
USR000557,2023-04-08,Occasional,Uttar Pradesh,35-44,1238
USR000558,2023-11-25,Occasional,Rajasthan,25-34,1007
USR000559,2025-04-01,Frequent,Delhi,35-44,514
USR000560,2023-07-02,Occasional,Haryana,25-34,1153
USR000561,2024-04-11,Occasional,Uttar Pradesh,18-24,869
USR000562,2023-07-05,Frequent,Gujarat,25-34,1150
USR000563,2024-01-17,Frequent,Tamil Nadu,18-24,954
USR000564,2025-09-21,Occasional,West Bengal,45-59,341
USR000565,2023-11-23,Power,Gujarat,18-24,1009
USR000566,2024-01-24,Frequent,Rajasthan,35-44,947
USR000567,2026-02-21,Occasional,Rajasthan,25-34,188
USR000568,2025-03-26,Frequent,Karnataka,18-24,520
USR000569,2023-07-05,Frequent,Telangana,35-44,1150
USR000570,2023-10-26,Frequent,Rajasthan,25-34,1037
USR000571,2023-09-30,Power,Karnataka,35-44,1063
USR000572,2024-08-24,Frequent,Karnataka,25-34,734
USR000573,2024-04-05,Occasional,Maharashtra,18-24,875
USR000574,2023-11-14,Frequent,Uttar Pradesh,18-24,1018
USR000575,2024-04-04,Power,Tamil Nadu,18-24,876
USR000576,2024-04-07,Occasional,Tamil Nadu,18-24,873
USR000577,2024-08-30,Occasional,Maharashtra,35-44,728
USR000578,2025-09-16,Power,Telangana,25-34,346
USR000579,2026-03-09,Occasional,Delhi,35-44,172
USR000580,2026-04-04,Occasional,Haryana,45-59,146
USR000581,2025-03-03,Frequent,Gujarat,35-44,543
USR000582,2024-06-23,Occasional,Gujarat,45-59,796
USR000583,2024-04-25,Occasional,Gujarat,18-24,855
USR000584,2023-10-03,Occasional,Tamil Nadu,35-44,1060
USR000585,2026-03-31,New,Rajasthan,35-44,150
USR000586,2026-01-01,Occasional,Haryana,18-24,239
USR000587,2024-12-14,Frequent,Rajasthan,35-44,622
USR000588,2024-04-03,Frequent,Haryana,35-44,877
USR000589,2025-07-31,Frequent,West Bengal,25-34,393
USR000590,2023-05-13,Power,Delhi,18-24,1203
USR000591,2025-07-07,Frequent,Maharashtra,45-59,417
USR000592,2025-09-03,Power,Delhi,18-24,359
USR000593,2024-12-26,New,Uttar Pradesh,25-34,610
USR000594,2023-02-26,Frequent,West Bengal,25-34,1279
USR000595,2023-10-01,Power,Tamil Nadu,25-34,1062
USR000596,2024-09-26,Frequent,Uttar Pradesh,25-34,701
USR000597,2026-03-13,Frequent,Rajasthan,45-59,168
USR000598,2023-10-23,Frequent,Haryana,25-34,1040
USR000599,2023-01-14,Power,Maharashtra,35-44,1322
USR000600,2025-01-03,Frequent,Karnataka,25-34,602
USR000601,2025-12-20,Occasional,Delhi,35-44,251
USR000602,2024-05-24,Power,Delhi,35-44,826
USR000603,2023-03-02,Frequent,West Bengal,35-44,1275
USR000604,2024-11-10,New,Telangana,25-34,656
USR000605,2025-03-04,Power,Telangana,25-34,542
USR000606,2023-10-11,Power,Delhi,18-24,1052
USR000607,2024-12-28,Occasional,Telangana,35-44,608
USR000608,2025-10-20,New,Uttar Pradesh,25-34,312
USR000609,2024-04-09,Occasional,Karnataka,25-34,871
USR000610,2023-07-12,Frequent,Maharashtra,35-44,1143
USR000611,2023-05-05,Power,Maharashtra,25-34,1211
USR000612,2023-07-15,Occasional,Rajasthan,18-24,1140
USR000613,2024-10-31,Occasional,Maharashtra,35-44,666
USR000614,2026-03-09,Frequent,Karnataka,45-59,172
USR000615,2024-01-22,Frequent,West Bengal,18-24,949
USR000616,2024-03-23,Power,Karnataka,35-44,888
USR000617,2023-11-13,Frequent,Haryana,18-24,1019
USR000618,2025-06-21,Frequent,Delhi,25-34,433
USR000619,2025-06-30,New,Maharashtra,45-59,424
USR000620,2023-09-04,Power,Uttar Pradesh,45-59,1089
USR000621,2023-08-09,Occasional,Delhi,25-34,1115
USR000622,2023-12-09,Power,West Bengal,18-24,993
USR000623,2023-11-14,Power,Gujarat,45-59,1018
USR000624,2026-01-27,Power,West Bengal,45-59,213
USR000625,2026-02-09,New,Tamil Nadu,25-34,200
USR000626,2024-05-05,Power,West Bengal,18-24,845
USR000627,2025-04-07,New,Maharashtra,45-59,508
USR000628,2025-09-10,Power,Haryana,18-24,352
USR000629,2025-11-30,New,Gujarat,45-59,271
USR000630,2026-02-27,Frequent,Rajasthan,25-34,182
USR000631,2026-01-23,Frequent,Uttar Pradesh,25-34,217
USR000632,2025-07-06,Frequent,Uttar Pradesh,45-59,418
USR000633,2025-05-23,Occasional,Telangana,18-24,462
USR000634,2023-02-18,Frequent,Gujarat,25-34,1287
USR000635,2025-03-07,Occasional,Uttar Pradesh,35-44,539
USR000636,2023-04-23,Frequent,Maharashtra,18-24,1223
USR000637,2023-07-02,Occasional,Haryana,35-44,1153
USR000638,2026-03-15,Frequent,Gujarat,35-44,166
USR000639,2025-12-30,New,Uttar Pradesh,25-34,241
USR000640,2024-12-21,Power,Maharashtra,35-44,615
USR000641,2025-06-07,Frequent,Rajasthan,35-44,447
USR000642,2025-11-07,Occasional,Maharashtra,45-59,294
USR000643,2023-07-22,Frequent,Delhi,45-59,1133
USR000644,2024-10-17,New,Tamil Nadu,25-34,680
USR000645,2026-03-15,Frequent,Maharashtra,18-24,166
USR000646,2025-02-20,Occasional,Karnataka,45-59,554
USR000647,2023-01-10,Power,Gujarat,60+,1326
USR000648,2025-03-09,Power,Gujarat,45-59,537
USR000649,2025-04-03,New,Delhi,25-34,512
USR000650,2024-06-12,Power,Telangana,25-34,807
USR000651,2024-09-26,Occasional,Uttar Pradesh,25-34,701
USR000652,2023-01-21,Occasional,Telangana,25-34,1315
USR000653,2024-01-24,Power,West Bengal,18-24,947
USR000654,2023-01-22,Frequent,Telangana,18-24,1314
USR000655,2025-07-08,New,Tamil Nadu,18-24,416
USR000656,2023-08-23,New,West Bengal,18-24,1101
USR000657,2026-01-04,Occasional,Uttar Pradesh,45-59,236
USR000658,2025-03-26,Occasional,Uttar Pradesh,18-24,520
USR000659,2026-03-13,Occasional,Karnataka,25-34,168
USR000660,2024-02-18,Power,Rajasthan,35-44,922
USR000661,2024-02-16,New,Maharashtra,25-34,924
USR000662,2023-08-12,New,Maharashtra,35-44,1112
USR000663,2024-01-13,New,Karnataka,18-24,958
USR000664,2025-01-29,Occasional,Delhi,25-34,576
USR000665,2023-03-26,Frequent,Rajasthan,35-44,1251
USR000666,2024-01-23,Frequent,Gujarat,18-24,948
USR000667,2023-01-30,Power,Gujarat,35-44,1306
USR000668,2024-05-28,Power,Gujarat,25-34,822
USR000669,2023-04-26,Occasional,Delhi,45-59,1220
USR000670,2025-11-01,New,Delhi,25-34,300
USR000671,2024-11-18,Frequent,West Bengal,18-24,648
USR000672,2025-06-21,New,Tamil Nadu,25-34,433
USR000673,2024-08-12,Frequent,Delhi,25-34,746
USR000674,2024-10-12,New,Karnataka,25-34,685
USR000675,2025-12-30,New,Delhi,35-44,241
USR000676,2024-10-20,Occasional,Delhi,45-59,677
USR000677,2024-04-23,New,Maharashtra,25-34,857
USR000678,2025-03-04,Frequent,Karnataka,35-44,542
USR000679,2023-03-14,Frequent,Karnataka,18-24,1263
USR000680,2025-09-02,Power,Telangana,18-24,360
USR000681,2025-03-03,Occasional,Tamil Nadu,25-34,543
USR000682,2024-05-27,Occasional,West Bengal,25-34,823
USR000683,2023-11-10,Frequent,Gujarat,18-24,1022
USR000684,2024-08-10,Frequent,Delhi,45-59,748
USR000685,2025-03-06,Power,Delhi,25-34,540
USR000686,2023-02-12,Occasional,Uttar Pradesh,18-24,1293
USR000687,2025-07-30,Occasional,Rajasthan,35-44,394
USR000688,2025-04-03,New,Gujarat,18-24,512
USR000689,2025-04-11,Occasional,Telangana,25-34,504
USR000690,2025-07-15,Occasional,Telangana,25-34,409
USR000691,2024-11-22,Occasional,Telangana,18-24,644
USR000692,2025-12-21,Occasional,Tamil Nadu,35-44,250
USR000693,2026-03-10,Occasional,Haryana,25-34,171
USR000694,2025-08-06,Frequent,Telangana,25-34,387
USR000695,2024-09-20,Occasional,Delhi,25-34,707
USR000696,2026-01-16,Frequent,Uttar Pradesh,45-59,224
USR000697,2025-04-24,New,Tamil Nadu,25-34,491
USR000698,2023-11-17,Frequent,Rajasthan,25-34,1015
USR000699,2025-06-26,New,Tamil Nadu,25-34,428
USR000700,2023-12-19,Occasional,Haryana,35-44,983
USR000701,2025-04-03,Frequent,Tamil Nadu,18-24,512
USR000702,2024-10-10,Frequent,Delhi,35-44,687
USR000703,2025-09-23,Occasional,Haryana,25-34,339
USR000704,2023-03-14,Frequent,Karnataka,18-24,1263
USR000705,2023-01-18,Power,Maharashtra,25-34,1318
USR000706,2023-07-04,Occasional,Gujarat,18-24,1151
USR000707,2023-11-05,Power,Uttar Pradesh,35-44,1027
USR000708,2025-01-13,Frequent,Gujarat,25-34,592
USR000709,2025-07-03,Frequent,Delhi,18-24,421
USR000710,2023-07-27,Power,Delhi,45-59,1128
USR000711,2023-11-08,Occasional,Karnataka,25-34,1024
USR000712,2025-04-19,Occasional,Rajasthan,25-34,496
USR000713,2024-07-29,Frequent,Tamil Nadu,60+,760
USR000714,2023-10-28,Power,Karnataka,35-44,1035
USR000715,2023-10-05,Power,West Bengal,25-34,1058
USR000716,2023-12-16,Frequent,Haryana,25-34,986
USR000717,2025-01-12,Power,Haryana,25-34,593
USR000718,2025-07-05,Power,West Bengal,45-59,419
USR000719,2026-03-06,Occasional,Gujarat,60+,175
USR000720,2025-01-27,New,Delhi,25-34,578
USR000721,2025-03-17,Power,Karnataka,60+,529
USR000722,2024-02-08,Power,Gujarat,18-24,932
USR000723,2023-06-20,Occasional,West Bengal,18-24,1165
USR000724,2025-05-05,Power,Gujarat,35-44,480
USR000725,2024-01-29,Frequent,Rajasthan,45-59,942
USR000726,2023-02-18,Frequent,Delhi,18-24,1287
USR000727,2024-05-04,Frequent,Uttar Pradesh,25-34,846
USR000728,2025-06-05,Occasional,Uttar Pradesh,35-44,449
USR000729,2025-07-27,Frequent,Gujarat,25-34,397
USR000730,2023-09-25,Power,Haryana,18-24,1068
USR000731,2026-03-20,New,Telangana,18-24,161
USR000732,2025-08-20,Occasional,Maharashtra,25-34,373
USR000733,2024-07-07,Frequent,Gujarat,25-34,782
USR000734,2025-11-15,Power,Telangana,25-34,286
USR000735,2024-12-01,New,Gujarat,35-44,635
USR000736,2026-02-05,Occasional,Uttar Pradesh,18-24,204
USR000737,2025-07-10,Power,Karnataka,35-44,414
USR000738,2024-10-14,Power,Karnataka,18-24,683
USR000739,2023-09-21,Power,Karnataka,18-24,1072
USR000740,2023-12-29,Occasional,Delhi,25-34,973
USR000741,2024-04-30,Frequent,Karnataka,18-24,850
USR000742,2023-01-28,Frequent,Gujarat,35-44,1308
USR000743,2023-05-25,Occasional,West Bengal,25-34,1191
USR000744,2024-11-08,Frequent,Karnataka,25-34,658
USR000745,2023-04-26,Frequent,Tamil Nadu,45-59,1220
USR000746,2023-06-16,Occasional,Karnataka,18-24,1169
USR000747,2024-04-22,Occasional,Karnataka,25-34,858
USR000748,2025-12-20,Occasional,Tamil Nadu,35-44,251
USR000749,2025-10-11,Frequent,Delhi,25-34,321
USR000750,2023-05-06,Occasional,Rajasthan,18-24,1210
USR000751,2023-12-27,Power,Uttar Pradesh,18-24,975
USR000752,2026-01-15,Frequent,Tamil Nadu,25-34,225
USR000753,2023-06-05,Occasional,Gujarat,35-44,1180
USR000754,2024-04-11,Occasional,Haryana,18-24,869
USR000755,2025-04-24,Frequent,Uttar Pradesh,18-24,491
USR000756,2024-05-28,Power,Tamil Nadu,25-34,822
USR000757,2024-05-30,Occasional,Delhi,18-24,820
USR000758,2023-05-09,Frequent,Maharashtra,25-34,1207
USR000759,2025-05-30,New,West Bengal,18-24,455
USR000760,2023-06-30,Occasional,Gujarat,25-34,1155
USR000761,2023-05-15,Frequent,Gujarat,25-34,1201
USR000762,2025-09-10,Occasional,Uttar Pradesh,35-44,352
USR000763,2024-10-03,Frequent,Tamil Nadu,18-24,694
USR000764,2023-12-16,New,Gujarat,25-34,986
USR000765,2025-08-03,Occasional,Telangana,25-34,390
USR000766,2025-08-09,Frequent,Delhi,35-44,384
USR000767,2025-02-28,Occasional,Maharashtra,35-44,546
USR000768,2024-10-10,Occasional,Delhi,25-34,687
USR000769,2023-01-29,Occasional,Delhi,18-24,1307
USR000770,2024-01-12,Occasional,Maharashtra,25-34,959
USR000771,2023-11-03,Occasional,Tamil Nadu,18-24,1029
USR000772,2025-03-14,Occasional,Rajasthan,18-24,532
USR000773,2024-01-25,Frequent,West Bengal,25-34,946
USR000774,2023-11-24,Frequent,Maharashtra,25-34,1008
USR000775,2023-08-06,New,Gujarat,35-44,1118
USR000776,2024-08-15,New,Rajasthan,45-59,743
USR000777,2024-03-19,Occasional,Maharashtra,45-59,892
USR000778,2023-11-21,Occasional,Uttar Pradesh,25-34,1011
USR000779,2025-05-28,Frequent,Haryana,18-24,457
USR000780,2024-07-31,Occasional,Gujarat,35-44,758
USR000781,2023-09-20,Occasional,West Bengal,18-24,1073
USR000782,2025-07-04,Occasional,Tamil Nadu,18-24,420
USR000783,2024-10-30,Frequent,Gujarat,25-34,667
USR000784,2025-09-02,Frequent,Rajasthan,25-34,360
USR000785,2024-11-09,Frequent,Delhi,45-59,657
USR000786,2026-03-18,Power,Tamil Nadu,35-44,163
USR000787,2024-04-30,Power,Tamil Nadu,25-34,850
USR000788,2025-08-20,Power,Gujarat,25-34,373
USR000789,2023-07-15,Occasional,Delhi,25-34,1140
USR000790,2023-06-16,Frequent,West Bengal,25-34,1169
USR000791,2024-06-28,New,Telangana,35-44,791
USR000792,2024-07-19,Frequent,Gujarat,35-44,770
USR000793,2023-05-01,Frequent,Tamil Nadu,25-34,1215
USR000794,2024-11-01,Occasional,Haryana,25-34,665
USR000795,2023-10-27,Frequent,Gujarat,25-34,1036
USR000796,2024-10-05,Frequent,Rajasthan,18-24,692
USR000797,2024-01-21,Power,Haryana,25-34,950
USR000798,2024-08-28,Frequent,Tamil Nadu,25-34,730
USR000799,2025-10-29,Occasional,Telangana,25-34,303
USR000800,2023-01-23,Occasional,Tamil Nadu,18-24,1313
USR000801,2023-02-21,New,Telangana,18-24,1284
USR000802,2025-08-10,Frequent,Delhi,25-34,383
USR000803,2025-02-21,Frequent,Haryana,25-34,553
USR000804,2024-10-05,New,Uttar Pradesh,25-34,692
USR000805,2024-02-10,Frequent,West Bengal,18-24,930
USR000806,2023-09-21,Occasional,Maharashtra,18-24,1072
USR000807,2024-10-30,Frequent,Gujarat,18-24,667
USR000808,2025-02-07,Frequent,Telangana,25-34,567
USR000809,2025-03-21,Occasional,Haryana,35-44,525
USR000810,2023-03-12,Frequent,Gujarat,25-34,1265
USR000811,2026-03-10,New,Rajasthan,18-24,171
USR000812,2023-09-28,Frequent,Karnataka,18-24,1065
USR000813,2023-07-29,Frequent,Tamil Nadu,18-24,1126
USR000814,2025-01-07,Power,Gujarat,18-24,598
USR000815,2024-12-04,Frequent,West Bengal,25-34,632
USR000816,2023-05-08,Frequent,Telangana,25-34,1208
USR000817,2026-01-27,Power,Tamil Nadu,25-34,213
USR000818,2023-08-25,Frequent,Uttar Pradesh,18-24,1099
USR000819,2023-04-26,Frequent,Rajasthan,18-24,1220
USR000820,2024-04-06,Frequent,Maharashtra,18-24,874
USR000821,2024-04-21,Power,Delhi,25-34,859
USR000822,2024-10-23,Occasional,Telangana,18-24,674
USR000823,2024-08-16,Frequent,Telangana,25-34,742
USR000824,2023-03-24,Occasional,Maharashtra,18-24,1253
USR000825,2026-04-08,Frequent,Gujarat,35-44,142
USR000826,2026-04-06,Power,Rajasthan,45-59,144
USR000827,2023-12-03,Occasional,Delhi,25-34,999
USR000828,2024-07-30,Occasional,Gujarat,25-34,759
USR000829,2023-11-24,Power,Haryana,18-24,1008
USR000830,2024-02-05,Occasional,Uttar Pradesh,25-34,935
USR000831,2024-08-07,Frequent,West Bengal,25-34,751
USR000832,2025-11-14,Frequent,Tamil Nadu,18-24,287
USR000833,2023-03-27,Occasional,Karnataka,35-44,1250
USR000834,2024-02-26,Occasional,Haryana,35-44,914
USR000835,2024-09-03,Power,Tamil Nadu,45-59,724
USR000836,2024-09-13,Occasional,Maharashtra,25-34,714
USR000837,2024-04-15,Frequent,Uttar Pradesh,18-24,865
USR000838,2023-02-18,Occasional,Tamil Nadu,35-44,1287
USR000839,2024-11-14,Occasional,Telangana,35-44,652
USR000840,2025-07-26,Power,Haryana,35-44,398
USR000841,2025-10-03,Frequent,Haryana,18-24,329
USR000842,2024-05-23,New,Karnataka,45-59,827
USR000843,2023-03-05,Frequent,Maharashtra,45-59,1272
USR000844,2023-01-01,Occasional,Telangana,35-44,1335
USR000845,2023-11-23,New,Gujarat,18-24,1009
USR000846,2024-01-26,Power,Gujarat,18-24,945
USR000847,2025-05-05,Frequent,Uttar Pradesh,35-44,480
USR000848,2023-09-03,Occasional,Uttar Pradesh,25-34,1090
USR000849,2024-02-24,New,Maharashtra,45-59,916
USR000850,2025-09-02,Occasional,Karnataka,18-24,360
USR000851,2024-04-25,Frequent,Haryana,25-34,855
USR000852,2024-07-13,Occasional,Haryana,25-34,776
USR000853,2023-11-10,Occasional,Telangana,25-34,1022
USR000854,2023-03-03,New,Telangana,35-44,1274
USR000855,2025-04-24,Occasional,Maharashtra,25-34,491
USR000856,2023-04-01,Frequent,Uttar Pradesh,35-44,1245
USR000857,2025-09-08,Occasional,Uttar Pradesh,18-24,354
USR000858,2024-07-10,Power,Tamil Nadu,18-24,779
USR000859,2025-07-06,Power,Maharashtra,35-44,418
USR000860,2025-06-10,Frequent,West Bengal,35-44,444
USR000861,2023-04-07,Occasional,Karnataka,25-34,1239
USR000862,2025-07-23,Power,Rajasthan,18-24,401
USR000863,2025-01-30,Frequent,Rajasthan,18-24,575
USR000864,2024-12-11,Occasional,Haryana,25-34,625
USR000865,2025-08-15,Power,Uttar Pradesh,18-24,378
USR000866,2025-10-09,Frequent,Telangana,25-34,323
USR000867,2025-06-03,New,Uttar Pradesh,45-59,451
USR000868,2024-11-12,Power,West Bengal,25-34,654
USR000869,2026-01-09,Power,Delhi,45-59,231
USR000870,2024-12-04,Frequent,Delhi,25-34,632
USR000871,2026-01-11,Frequent,Delhi,35-44,229
USR000872,2026-03-20,New,Tamil Nadu,35-44,161
USR000873,2025-03-22,New,Telangana,45-59,524
USR000874,2025-10-23,Frequent,Rajasthan,18-24,309
USR000875,2023-01-09,Occasional,Rajasthan,25-34,1327
USR000876,2023-12-04,Frequent,Gujarat,25-34,998
USR000877,2024-10-28,Frequent,Gujarat,25-34,669
USR000878,2025-03-19,Frequent,Telangana,18-24,527
USR000879,2024-12-20,Frequent,Karnataka,18-24,616
USR000880,2025-07-18,Occasional,Tamil Nadu,35-44,406
USR000881,2025-10-30,Frequent,West Bengal,18-24,302
USR000882,2023-05-28,Frequent,Uttar Pradesh,18-24,1188
USR000883,2025-04-11,Occasional,Tamil Nadu,25-34,504
USR000884,2023-07-17,Power,Tamil Nadu,18-24,1138
USR000885,2023-03-05,Occasional,Tamil Nadu,18-24,1272
USR000886,2023-05-27,New,West Bengal,45-59,1189
USR000887,2025-05-14,Power,Telangana,18-24,471
USR000888,2024-09-06,Occasional,Gujarat,18-24,721
USR000889,2025-05-27,Frequent,West Bengal,25-34,458
USR000890,2023-03-27,Frequent,Maharashtra,25-34,1250
USR000891,2024-12-20,New,West Bengal,35-44,616
USR000892,2025-02-24,Frequent,Karnataka,25-34,550
USR000893,2024-12-19,Power,West Bengal,60+,617
USR000894,2025-02-17,New,West Bengal,35-44,557
USR000895,2023-06-27,Frequent,Rajasthan,18-24,1158
USR000896,2024-05-17,Frequent,Karnataka,25-34,833
USR000897,2024-11-21,Occasional,West Bengal,18-24,645
USR000898,2024-09-26,Frequent,West Bengal,18-24,701
USR000899,2025-04-20,New,Delhi,25-34,495
USR000900,2023-02-27,Power,West Bengal,18-24,1278
USR000901,2024-01-07,Frequent,Haryana,25-34,964
USR000902,2026-01-02,Frequent,Maharashtra,18-24,238
USR000903,2023-08-29,Frequent,West Bengal,18-24,1095
USR000904,2025-07-14,Occasional,Delhi,18-24,410
USR000905,2024-11-09,Occasional,Delhi,45-59,657
