device_id,operating_system,os_version,device_category
DEV003424,iOS,16.5,Budget
DEV003425,Android,11,Mid-range
DEV003426,Android,13,Budget
DEV003427,Android,11,Budget
DEV003428,Android,12,Budget
DEV003429,Android,11,Premium
DEV003430,Android,12,Budget
DEV003431,Android,13,Mid-range
DEV003432,Android,13,Mid-range
DEV003433,iOS,16.5,Mid-range
DEV003434,Android,12,Mid-range
DEV003435,Android,11,Budget
DEV003436,Android,13,Mid-range
DEV003437,iOS,16.5,Mid-range
DEV003438,Android,11,Budget
DEV003439,Android,13,Premium
DEV003440,iOS,16.5,Budget
DEV003441,Android,12,Mid-range
DEV003442,Android,12,Mid-range
DEV003443,Android,11,Mid-range
DEV003444,Android,12,Budget
DEV003445,Android,14,Mid-range
DEV003446,Android,12,Mid-range
DEV003447,Android,11,Mid-range
DEV003448,Android,12,Mid-range
DEV003449,Android,11,Budget
DEV003450,Android,14,Budget
DEV003451,Android,13,Budget
DEV003452,Android,14,Mid-range
DEV003453,Android,11,Mid-range
DEV003454,Android,12,Mid-range
DEV003455,Android,12,Premium
DEV003456,Android,14,Budget
DEV003457,Android,11,Budget
DEV003458,Android,11,Mid-range
DEV003459,iOS,16.5,Budget
DEV003460,Android,12,Premium
DEV003461,Android,11,Budget
DEV003462,Android,14,Mid-range
DEV003463,Android,13,Premium
DEV003464,Android,11,Mid-range
DEV003465,Android,13,Mid-range
DEV003466,Android,12,Budget
DEV003467,Android,12,Mid-range
DEV003468,Android,13,Budget
DEV003469,Android,13,Premium
DEV003470,Android,11,Budget
DEV003471,Android,12,Premium
DEV003472,Android,13,Mid-range
DEV003473,Android,11,Mid-range
DEV003474,Android,14,Mid-range
DEV003475,Android,13,Premium
DEV003476,Android,14,Mid-range
DEV003477,Android,11,Budget
DEV003478,Android,11,Budget
DEV003479,Android,13,Mid-range
DEV003480,Android,11,Premium
DEV003481,Android,12,Budget
DEV003482,Android,13,Mid-range
DEV003483,Android,14,Budget
DEV003484,Android,11,Mid-range
DEV003485,Android,13,Budget
DEV003486,Android,14,Mid-range
DEV003487,iOS,17.2,Budget
DEV003488,Android,11,Budget
DEV003489,Android,13,Budget
DEV003490,Android,11,Mid-range
DEV003491,Android,11,Budget
DEV003492,Android,13,Mid-range
DEV003493,iOS,17.2,Mid-range
DEV003494,iOS,17.2,Mid-range
DEV003495,iOS,16.5,Mid-range
DEV003496,Android,12,Mid-range
DEV003497,Android,12,Budget
DEV003498,Android,14,Mid-range
DEV003499,Android,13,Mid-range
DEV003500,Android,12,Budget
DEV003501,Android,12,Mid-range
DEV003502,Android,14,Budget
DEV003503,Android,11,Mid-range
DEV003504,Android,14,Budget
DEV003505,Android,11,Premium
DEV003506,Android,12,Mid-range
DEV003507,Android,12,Mid-range
DEV003508,Android,13,Mid-range
DEV003509,Android,12,Budget
DEV003510,Android,12,Mid-range
DEV003511,Android,12,Premium
DEV003512,Android,12,Premium
DEV003513,Android,14,Budget
DEV003514,Android,11,Mid-range
DEV003515,Android,11,Mid-range
DEV003516,iOS,16.5,Budget
DEV003517,Android,11,Mid-range
DEV003518,Android,13,Premium
DEV003519,Android,12,Premium
DEV003520,Android,13,Mid-range
DEV003521,Android,11,Mid-range
DEV003522,Android,11,Budget
DEV003523,Android,12,Premium
DEV003524,Android,12,Mid-range
DEV003525,Android,14,Budget
DEV003526,Android,13,Budget
DEV003527,iOS,16.5,Premium
DEV003528,Android,11,Mid-range
DEV003529,Android,12,Budget
DEV003530,Android,12,Premium
DEV003531,Android,12,Mid-range
DEV003532,Android,13,Premium
DEV003533,Android,14,Mid-range
DEV003534,Android,13,Mid-range
DEV003535,Android,14,Mid-range
DEV003536,Android,12,Mid-range
DEV003537,Android,12,Premium
DEV003538,Android,12,Mid-range
DEV003539,Android,13,Mid-range
DEV003540,Android,11,Budget
DEV003541,Android,12,Premium
DEV003542,iOS,16.5,Mid-range
DEV003543,Android,13,Premium
DEV003544,Android,13,Mid-range
DEV003545,Android,14,Mid-range
DEV003546,Android,13,Budget
DEV003547,Android,13,Budget
DEV003548,Android,13,Mid-range
DEV003549,Android,11,Mid-range
DEV003550,Android,11,Mid-range
DEV003551,iOS,16.5,Budget
DEV003552,iOS,16.5,Budget
DEV003553,Android,11,Mid-range
DEV003554,Android,11,Mid-range
DEV003555,iOS,16.5,Mid-range
DEV003556,Android,14,Mid-range
DEV003557,Android,12,Budget
DEV003558,iOS,16.5,Budget
DEV003559,Android,12,Mid-range
DEV003560,iOS,16.5,Budget
DEV003561,Android,12,Budget
DEV003562,Android,11,Budget
DEV003563,Android,11,Budget
DEV003564,Android,11,Budget
DEV003565,Android,12,Budget
DEV003566,Android,13,Budget
DEV003567,Android,11,Budget
DEV003568,Android,12,Budget
DEV003569,Android,12,Budget
DEV003570,Android,12,Mid-range
DEV003571,Android,11,Budget
DEV003572,Android,14,Mid-range
DEV003573,Android,12,Mid-range
DEV003574,Android,12,Budget
DEV003575,Android,11,Mid-range
DEV003576,Android,12,Mid-range
DEV003577,Android,12,Budget
DEV003578,iOS,16.5,Budget
DEV003579,iOS,17.2,Mid-range
DEV003580,Android,11,Mid-range
DEV003581,Android,14,Budget
DEV003582,Android,12,Budget
DEV003583,Android,13,Budget
DEV003584,iOS,17.2,Budget
DEV003585,iOS,17.2,Mid-range
DEV003586,Android,12,Mid-range
DEV003587,iOS,16.5,Mid-range
DEV003588,Android,11,Mid-range
DEV003589,Android,14,Budget
DEV003590,iOS,17.2,Budget
DEV003591,iOS,16.5,Mid-range
DEV003592,Android,13,Mid-range
DEV003593,Android,12,Budget
DEV003594,Android,13,Mid-range
DEV003595,Android,12,Budget
DEV003596,Android,13,Mid-range
DEV003597,Android,12,Budget
DEV003598,Android,11,Budget
DEV003599,Android,13,Budget
DEV003600,Android,12,Mid-range
DEV003601,iOS,17.2,Budget
DEV003602,Android,13,Budget
DEV003603,Android,12,Mid-range
DEV003604,Android,12,Budget
DEV003605,iOS,17.2,Budget
DEV003606,Android,12,Mid-range
DEV003607,Android,11,Mid-range
DEV003608,Android,13,Budget
DEV003609,Android,12,Premium
DEV003610,Android,13,Mid-range
DEV003611,iOS,16.5,Mid-range
DEV003612,Android,14,Mid-range
DEV003613,Android,14,Mid-range
DEV003614,Android,11,Budget
DEV003615,Android,14,Mid-range
DEV003616,Android,13,Budget
DEV003617,Android,14,Mid-range
DEV003618,Android,12,Budget
DEV003619,Android,14,Mid-range
DEV003620,Android,11,Mid-range
DEV003621,iOS,16.5,Mid-range
DEV003622,Android,11,Budget
DEV003623,Android,12,Premium
DEV003624,Android,12,Budget
DEV003625,Android,13,Budget
DEV003626,Android,13,Budget
DEV003627,Android,12,Budget
DEV003628,Android,12,Premium
DEV003629,Android,13,Budget
DEV003630,Android,11,Mid-range
DEV003631,Android,12,Premium
DEV003632,Android,13,Mid-range
DEV003633,Android,13,Mid-range
DEV003634,Android,13,Mid-range
DEV003635,Android,13,Budget
DEV003636,Android,11,Budget
DEV003637,Android,12,Mid-range
DEV003638,Android,11,Mid-range
DEV003639,Android,14,Budget
DEV003640,Android,13,Premium
DEV003641,Android,13,Mid-range
DEV003642,Android,12,Mid-range
DEV003643,Android,12,Premium
DEV003644,Android,13,Premium
DEV003645,Android,11,Premium
DEV003646,Android,12,Premium
DEV003647,Android,12,Mid-range
DEV003648,Android,12,Budget
DEV003649,Android,14,Premium
DEV003650,Android,11,Budget
DEV003651,Android,12,Mid-range
DEV003652,Android,11,Budget
DEV003653,Android,11,Mid-range
DEV003654,Android,11,Mid-range
DEV003655,iOS,17.2,Mid-range
DEV003656,Android,11,Budget
DEV003657,Android,11,Budget
DEV003658,Android,13,Budget
DEV003659,Android,12,Mid-range
DEV003660,Android,13,Mid-range
DEV003661,Android,12,Budget
DEV003662,Android,11,Budget
DEV003663,Android,12,Budget
DEV003664,Android,12,Mid-range
DEV003665,iOS,16.5,Mid-range
DEV003666,Android,13,Mid-range
DEV003667,Android,13,Mid-range
DEV003668,Android,11,Budget
DEV003669,Android,11,Budget
DEV003670,Android,14,Budget
DEV003671,Android,11,Premium
DEV003672,Android,12,Budget
DEV003673,Android,13,Budget
DEV003674,Android,13,Mid-range
DEV003675,Android,12,Budget
DEV003676,Android,11,Mid-range
DEV003677,Android,11,Mid-range
DEV003678,Android,13,Budget
DEV003679,Android,12,Mid-range
DEV003680,iOS,16.5,Mid-range
DEV003681,Android,12,Premium
DEV003682,Android,14,Mid-range
DEV003683,Android,12,Budget
DEV003684,Android,11,Mid-range
DEV003685,Android,11,Mid-range
DEV003686,Android,11,Mid-range
DEV003687,Android,13,Budget
DEV003688,Android,12,Mid-range
DEV003689,Android,12,Budget
DEV003690,Android,14,Budget
DEV003691,Android,12,Mid-range
DEV003692,iOS,17.2,Mid-range
DEV003693,Android,12,Premium
DEV003694,Android,14,Budget
DEV003695,Android,12,Budget
DEV003696,Android,12,Budget
DEV003697,Android,13,Mid-range
DEV003698,Android,11,Mid-range
DEV003699,Android,14,Premium
DEV003700,Android,12,Budget
DEV003701,Android,11,Premium
DEV003702,Android,14,Budget
DEV003703,Android,13,Mid-range
DEV003704,iOS,17.2,Mid-range
DEV003705,Android,12,Mid-range
DEV003706,iOS,17.2,Mid-range
DEV003707,Android,12,Budget
DEV003708,Android,12,Mid-range
DEV003709,Android,11,Budget
DEV003710,Android,11,Budget
DEV003711,Android,11,Mid-range
DEV003712,Android,11,Mid-range
DEV003713,iOS,17.2,Budget
DEV003714,Android,13,Budget
DEV003715,Android,11,Premium
DEV003716,Android,12,Budget
DEV003717,Android,11,Budget
DEV003718,Android,12,Budget
DEV003719,Android,13,Mid-range
DEV003720,Android,11,Budget
DEV003721,Android,11,Budget
DEV003722,iOS,16.5,Mid-range
DEV003723,Android,12,Mid-range
DEV003724,Android,11,Budget
DEV003725,Android,14,Premium
DEV003726,Android,11,Mid-range
DEV003727,Android,12,Mid-range
DEV003728,Android,11,Premium
DEV003729,Android,12,Budget
DEV003730,Android,14,Mid-range
DEV003731,iOS,16.5,Premium
DEV003732,iOS,17.2,Premium
DEV003733,iOS,16.5,Budget
DEV003734,Android,11,Premium
DEV003735,Android,14,Budget
DEV003736,Android,12,Budget
DEV003737,Android,13,Premium
DEV003738,Android,11,Budget
DEV003739,Android,13,Budget
DEV003740,Android,12,Mid-range
DEV003741,Android,12,Budget
DEV003742,Android,14,Premium
DEV003743,iOS,16.5,Premium
DEV003744,iOS,16.5,Budget
DEV003745,Android,11,Mid-range
DEV003746,Android,13,Budget
DEV003747,Android,12,Mid-range
DEV003748,Android,13,Mid-range
DEV003749,Android,12,Mid-range
DEV003750,Android,12,Budget
DEV003751,Android,13,Mid-range
DEV003752,Android,12,Budget
DEV003753,Android,12,Premium
DEV003754,Android,13,Budget
DEV003755,Android,11,Budget
DEV003756,iOS,16.5,Budget
DEV003757,Android,12,Premium
DEV003758,Android,13,Premium
DEV003759,Android,12,Mid-range
DEV003760,Android,11,Budget
DEV003761,Android,12,Budget
DEV003762,Android,13,Mid-range
DEV003763,Android,13,Mid-range
DEV003764,Android,12,Mid-range
DEV003765,Android,14,Budget
DEV003766,Android,12,Budget
DEV003767,Android,11,Mid-range
DEV003768,Android,12,Budget
DEV003769,Android,14,Mid-range
DEV003770,Android,13,Mid-range
DEV003771,iOS,16.5,Budget
DEV003772,Android,11,Budget
DEV003773,Android,11,Budget
DEV003774,Android,12,Budget
DEV003775,Android,14,Mid-range
DEV003776,Android,12,Mid-range
DEV003777,iOS,17.2,Premium
DEV003778,Android,14,Mid-range
DEV003779,iOS,16.5,Budget
DEV003780,Android,12,Mid-range
DEV003781,Android,14,Mid-range
DEV003782,Android,12,Mid-range
DEV003783,Android,13,Mid-range
DEV003784,Android,12,Mid-range
DEV003785,Android,11,Budget
DEV003786,Android,11,Mid-range
DEV003787,Android,12,Mid-range
DEV003788,Android,14,Mid-range
DEV003789,Android,13,Mid-range
DEV003790,Android,14,Budget
DEV003791,Android,11,Mid-range
DEV003792,Android,13,Budget
DEV003793,Android,12,Mid-range
DEV003794,Android,12,Mid-range
DEV003795,Android,11,Premium
DEV003796,Android,11,Mid-range
DEV003797,Android,14,Budget
DEV003798,Android,12,Mid-range
DEV003799,Android,12,Mid-range
DEV003800,Android,12,Budget
DEV003801,Android,11,Mid-range
DEV003802,iOS,16.5,Budget
DEV003803,iOS,17.2,Budget
DEV003804,Android,13,Mid-range
DEV003805,Android,13,Premium
DEV003806,iOS,17.2,Budget
DEV003807,Android,12,Mid-range
DEV003808,Android,11,Budget
DEV003809,Android,13,Mid-range
DEV003810,iOS,16.5,Budget
DEV003811,Android,11,Mid-range
DEV003812,Android,11,Mid-range
DEV003813,Android,12,Budget
DEV003814,Android,11,Premium
DEV003815,Android,12,Budget
DEV003816,Android,13,Budget
DEV003817,Android,11,Mid-range
DEV003818,Android,11,Premium
DEV003819,Android,12,Budget
DEV003820,Android,11,Mid-range
DEV003821,Android,12,Budget
DEV003822,iOS,17.2,Premium
DEV003823,Android,11,Budget
DEV003824,Android,12,Mid-range
DEV003825,Android,12,Mid-range
DEV003826,iOS,16.5,Mid-range
DEV003827,Android,12,Mid-range
DEV003828,Android,12,Budget
DEV003829,Android,11,Budget
DEV003830,Android,12,Mid-range
DEV003831,Android,12,Premium
DEV003832,iOS,16.5,Mid-range
DEV003833,Android,13,Mid-range
DEV003834,Android,12,Premium
DEV003835,Android,12,Mid-range
DEV003836,Android,13,Budget
DEV003837,Android,13,Mid-range
DEV003838,Android,11,Budget
DEV003839,iOS,16.5,Mid-range
DEV003840,Android,12,Premium
DEV003841,Android,11,Mid-range
DEV003842,Android,12,Premium
DEV003843,Android,11,Premium
DEV003844,Android,12,Mid-range
DEV003845,Android,12,Premium
DEV003846,Android,13,Mid-range
DEV003847,Android,11,Mid-range
DEV003848,iOS,17.2,Mid-range
DEV003849,iOS,17.2,Budget
DEV003850,Android,11,Mid-range
DEV003851,Android,12,Mid-range
DEV003852,Android,12,Mid-range
DEV003853,Android,12,Budget
DEV003854,Android,13,Mid-range
DEV003855,Android,12,Mid-range
DEV003856,iOS,16.5,Budget
DEV003857,Android,11,Budget
DEV003858,iOS,16.5,Budget
DEV003859,Android,13,Mid-range
DEV003860,Android,11,Mid-range
DEV003861,Android,11,Premium
DEV003862,Android,11,Mid-range
DEV003863,Android,14,Budget
DEV003864,Android,11,Budget
DEV003865,Android,12,Mid-range
DEV003866,Android,12,Budget
DEV003867,Android,14,Mid-range
DEV003868,Android,11,Budget
DEV003869,Android,11,Budget
DEV003870,Android,13,Budget
DEV003871,Android,13,Mid-range
DEV003872,Android,14,Mid-range
DEV003873,Android,13,Premium
DEV003874,Android,12,Budget
DEV003875,Android,11,Budget
DEV003876,Android,14,Mid-range
DEV003877,iOS,16.5,Budget
DEV003878,Android,11,Budget
DEV003879,Android,12,Premium
DEV003880,Android,12,Budget
DEV003881,Android,13,Budget
DEV003882,iOS,16.5,Mid-range
DEV003883,Android,14,Budget
DEV003884,Android,11,Mid-range
DEV003885,Android,11,Budget
DEV003886,Android,13,Budget
DEV003887,Android,11,Mid-range
DEV003888,iOS,16.5,Budget
DEV003889,Android,11,Budget
DEV003890,Android,11,Mid-range
DEV003891,Android,12,Budget
DEV003892,Android,12,Budget
DEV003893,Android,14,Mid-range
DEV003894,Android,12,Budget
DEV003895,Android,11,Budget
DEV003896,Android,13,Premium
DEV003897,Android,11,Mid-range
DEV003898,iOS,17.2,Premium
DEV003899,Android,11,Premium
DEV003900,Android,13,Premium
DEV003901,Android,13,Mid-range
DEV003902,iOS,17.2,Mid-range
DEV003903,Android,12,Mid-range
DEV003904,iOS,16.5,Budget
DEV003905,iOS,16.5,Mid-range
DEV003906,Android,12,Mid-range
DEV003907,Android,13,Budget
DEV003908,Android,13,Budget
DEV003909,Android,13,Premium
DEV003910,Android,11,Mid-range
DEV003911,iOS,16.5,Budget
DEV003912,Android,13,Mid-range
DEV003913,Android,13,Budget
DEV003914,Android,12,Budget
DEV003915,Android,11,Budget
DEV003916,Android,11,Premium
DEV003917,Android,13,Premium
DEV003918,Android,13,Budget
DEV003919,Android,12,Mid-range
DEV003920,Android,14,Mid-range
DEV003921,iOS,17.2,Mid-range
DEV003922,Android,12,Budget
DEV003923,Android,14,Budget
DEV003924,Android,11,Mid-range
DEV003925,iOS,16.5,Mid-range
DEV003926,Android,11,Mid-range
DEV003927,Android,13,Mid-range
DEV003928,Android,12,Budget
DEV003929,Android,12,Budget
DEV003930,iOS,16.5,Budget
DEV003931,Android,11,Mid-range
DEV003932,Android,11,Budget
DEV003933,Android,11,Mid-range
DEV003934,Android,14,Premium
DEV003935,Android,11,Budget
DEV003936,Android,13,Budget
DEV003937,Android,13,Budget
DEV003938,Android,11,Budget
DEV003939,Android,12,Mid-range
DEV003940,Android,13,Budget
DEV003941,Android,14,Budget
DEV003942,iOS,17.2,Budget
DEV003943,Android,11,Mid-range
DEV003944,Android,12,Mid-range
DEV003945,Android,14,Mid-range
DEV003946,Android,14,Budget
DEV003947,Android,12,Premium
DEV003948,Android,14,Premium
DEV003949,Android,13,Budget
DEV003950,Android,13,Budget
DEV003951,Android,12,Mid-range
DEV003952,Android,12,Mid-range
DEV003953,Android,11,Budget
DEV003954,Android,12,Budget
DEV003955,Android,11,Budget
DEV003956,Android,12,Mid-range
DEV003957,Android,12,Premium
DEV003958,iOS,16.5,Premium
DEV003959,Android,12,Mid-range
DEV003960,Android,13,Mid-range
DEV003961,Android,12,Budget
DEV003962,iOS,16.5,Budget
DEV003963,Android,13,Budget
DEV003964,Android,12,Budget
DEV003965,iOS,16.5,Mid-range
DEV003966,Android,12,Mid-range
DEV003967,Android,13,Mid-range
DEV003968,Android,13,Premium
DEV003969,Android,13,Budget
DEV003970,Android,11,Mid-range
DEV003971,Android,13,Mid-range
DEV003972,Android,13,Mid-range
DEV003973,Android,12,Mid-range
DEV003974,Android,13,Budget
DEV003975,Android,13,Premium
DEV003976,Android,14,Budget
DEV003977,Android,14,Mid-range
DEV003978,iOS,16.5,Budget
DEV003979,Android,13,Premium
DEV003980,Android,12,Budget
DEV003981,Android,12,Mid-range
DEV003982,Android,12,Budget
DEV003983,iOS,17.2,Mid-range
DEV003984,Android,12,Budget
DEV003985,Android,12,Premium
DEV003986,Android,13,Budget
DEV003987,Android,13,Mid-range
DEV003988,Android,12,Budget
DEV003989,Android,13,Premium
DEV003990,Android,12,Budget
DEV003991,iOS,17.2,Mid-range
DEV003992,Android,11,Budget
DEV003993,Android,13,Mid-range
DEV003994,Android,13,Mid-range
DEV003995,Android,11,Budget
DEV003996,Android,13,Budget
DEV003997,Android,11,Premium
DEV003998,Android,12,Mid-range
DEV003999,Android,11,Budget
DEV004000,Android,11,Mid-range
DEV004001,Android,12,Premium
DEV004002,Android,12,Mid-range
DEV004003,Android,13,Premium
DEV004004,Android,11,Budget
DEV004005,Android,12,Budget
DEV004006,Android,12,Mid-range
DEV004007,Android,12,Mid-range
DEV004008,Android,11,Budget
DEV004009,Android,14,Budget
DEV004010,Android,13,Premium
DEV004011,Android,11,Mid-range
DEV004012,Android,11,Mid-range
DEV004013,iOS,17.2,Mid-range
DEV004014,iOS,16.5,Mid-range
DEV004015,Android,12,Mid-range
DEV004016,Android,12,Premium
DEV004017,iOS,17.2,Mid-range
DEV004018,iOS,16.5,Mid-range
DEV004019,Android,12,Budget
DEV004020,Android,12,Budget
DEV004021,Android,11,Mid-range
DEV004022,Android,13,Mid-range
DEV004023,iOS,16.5,Budget
DEV004024,Android,13,Premium
DEV004025,Android,12,Mid-range
DEV004026,Android,14,Budget
DEV004027,Android,13,Mid-range
DEV004028,Android,12,Mid-range
DEV004029,Android,11,Premium
DEV004030,iOS,17.2,Mid-range
DEV004031,Android,11,Budget
DEV004032,Android,11,Mid-range
DEV004033,Android,12,Mid-range
DEV004034,Android,13,Mid-range
DEV004035,Android,13,Budget
DEV004036,Android,12,Premium
DEV004037,iOS,16.5,Premium
DEV004038,iOS,16.5,Premium
DEV004039,Android,13,Budget
DEV004040,Android,11,Budget
DEV004041,Android,12,Mid-range
DEV004042,iOS,16.5,Mid-range
DEV004043,Android,11,Mid-range
DEV004044,Android,12,Mid-range
DEV004045,Android,12,Premium
DEV004046,Android,11,Mid-range
DEV004047,Android,11,Mid-range
DEV004048,Android,11,Budget
DEV004049,Android,14,Mid-range
DEV004050,Android,11,Mid-range
DEV004051,Android,13,Budget
DEV004052,iOS,16.5,Premium
DEV004053,Android,14,Budget
DEV004054,Android,12,Mid-range
DEV004055,iOS,16.5,Budget
DEV004056,Android,11,Mid-range
DEV004057,Android,13,Budget
DEV004058,Android,13,Premium
DEV004059,iOS,16.5,Mid-range
DEV004060,Android,13,Mid-range
DEV004061,Android,12,Mid-range
DEV004062,Android,13,Budget
DEV004063,Android,13,Mid-range
DEV004064,iOS,16.5,Mid-range
DEV004065,Android,11,Budget
DEV004066,Android,11,Budget
DEV004067,Android,13,Premium
DEV004068,Android,13,Budget
DEV004069,Android,12,Premium
DEV004070,iOS,17.2,Mid-range
DEV004071,Android,11,Budget
DEV004072,Android,12,Mid-range
DEV004073,iOS,17.2,Budget
DEV004074,Android,12,Mid-range
DEV004075,Android,14,Mid-range
DEV004076,Android,13,Budget
DEV004077,Android,12,Mid-range
DEV004078,Android,12,Budget
DEV004079,iOS,16.5,Mid-range
DEV004080,Android,12,Mid-range
DEV004081,Android,13,Budget
DEV004082,Android,13,Mid-range
DEV004083,Android,13,Mid-range
DEV004084,Android,12,Premium
DEV004085,Android,11,Premium
DEV004086,Android,13,Mid-range
DEV004087,Android,14,Mid-range
DEV004088,Android,13,Budget
DEV004089,iOS,17.2,Budget
DEV004090,Android,14,Budget
DEV004091,Android,13,Mid-range
DEV004092,Android,13,Budget
DEV004093,iOS,16.5,Budget
DEV004094,Android,12,Budget
DEV004095,iOS,17.2,Mid-range
DEV004096,Android,14,Premium
DEV004097,Android,12,Budget
DEV004098,Android,13,Premium
DEV004099,Android,14,Budget
DEV004100,Android,12,Budget
DEV004101,Android,13,Budget
DEV004102,iOS,16.5,Budget
DEV004103,Android,11,Mid-range
DEV004104,Android,13,Mid-range
DEV004105,Android,14,Mid-range
DEV004106,Android,12,Budget
DEV004107,Android,11,Mid-range
DEV004108,Android,12,Budget
DEV004109,Android,11,Mid-range
DEV004110,Android,13,Budget
DEV004111,Android,13,Mid-range
DEV004112,Android,13,Premium
DEV004113,Android,11,Premium
DEV004114,Android,12,Mid-range
DEV004115,iOS,16.5,Budget
DEV004116,iOS,17.2,Budget
DEV004117,Android,11,Premium
DEV004118,Android,13,Mid-range
DEV004119,iOS,17.2,Mid-range
DEV004120,Android,12,Budget
DEV004121,Android,11,Mid-range
DEV004122,Android,13,Premium
DEV004123,Android,13,Budget
DEV004124,Android,13,Mid-range
DEV004125,Android,13,Mid-range
DEV004126,iOS,16.5,Mid-range
DEV004127,Android,12,Mid-range
DEV004128,Android,12,Budget
DEV004129,Android,11,Mid-range
DEV004130,Android,13,Mid-range
DEV004131,Android,11,Mid-range
DEV004132,Android,13,Budget
DEV004133,Android,13,Mid-range
DEV004134,Android,11,Mid-range
DEV004135,Android,13,Mid-range
DEV004136,Android,13,Budget
DEV004137,Android,11,Premium
DEV004138,Android,14,Budget
DEV004139,Android,14,Budget
DEV004140,Android,13,Mid-range
DEV004141,Android,14,Mid-range
DEV004142,Android,12,Mid-range
DEV004143,Android,13,Mid-range
DEV004144,Android,11,Mid-range
DEV004145,iOS,17.2,Premium
DEV004146,Android,11,Mid-range
DEV004147,Android,11,Mid-range
DEV004148,Android,14,Budget
DEV004149,Android,11,Budget
DEV004150,Android,11,Mid-range
DEV004151,iOS,16.5,Budget
DEV004152,iOS,17.2,Mid-range
DEV004153,Android,12,Mid-range
DEV004154,Android,12,Premium
DEV004155,Android,11,Budget
DEV004156,iOS,16.5,Mid-range
DEV004157,Android,14,Mid-range
DEV004158,Android,12,Mid-range
DEV004159,Android,13,Mid-range
DEV004160,iOS,17.2,Budget
DEV004161,Android,12,Budget
DEV004162,Android,11,Mid-range
DEV004163,Android,11,Budget
DEV004164,Android,12,Mid-range
DEV004165,iOS,17.2,Mid-range
DEV004166,Android,11,Budget
DEV004167,Android,11,Mid-range
DEV004168,Android,11,Budget
DEV004169,Android,12,Premium
DEV004170,Android,12,Budget
DEV004171,Android,12,Mid-range
DEV004172,Android,13,Mid-range
DEV004173,Android,11,Mid-range
DEV004174,iOS,17.2,Mid-range
DEV004175,Android,11,Budget
DEV004176,Android,13,Mid-range
DEV004177,Android,13,Mid-range
DEV004178,Android,11,Premium
DEV004179,Android,12,Budget
DEV004180,Android,13,Budget
DEV004181,Android,11,Budget
DEV004182,Android,12,Budget
DEV004183,Android,13,Budget
DEV004184,Android,12,Budget
DEV004185,iOS,16.5,Budget
DEV004186,Android,11,Budget
DEV004187,iOS,17.2,Budget
DEV004188,Android,11,Premium
DEV004189,Android,11,Mid-range
DEV004190,Android,12,Mid-range
DEV004191,Android,12,Mid-range
DEV004192,Android,13,Premium
DEV004193,Android,13,Mid-range
DEV004194,iOS,16.5,Budget
DEV004195,iOS,16.5,Budget
DEV004196,Android,12,Mid-range
DEV004197,iOS,17.2,Mid-range
DEV004198,Android,13,Mid-range
DEV004199,Android,12,Budget
DEV004200,Android,11,Mid-range
DEV004201,Android,11,Budget
DEV004202,Android,12,Mid-range
DEV004203,Android,11,Mid-range
DEV004204,iOS,17.2,Mid-range
DEV004205,Android,11,Mid-range
DEV004206,Android,13,Budget
DEV004207,iOS,17.2,Mid-range
DEV004208,Android,12,Budget
DEV004209,Android,12,Premium
DEV004210,iOS,16.5,Mid-range
DEV004211,Android,12,Premium
DEV004212,iOS,16.5,Mid-range
DEV004213,Android,12,Budget
DEV004214,Android,11,Mid-range
DEV004215,iOS,16.5,Budget
DEV004216,Android,11,Mid-range
DEV004217,Android,13,Mid-range
DEV004218,iOS,16.5,Premium
DEV004219,Android,12,Mid-range
DEV004220,Android,13,Mid-range
DEV004221,Android,12,Premium
DEV004222,iOS,16.5,Mid-range
DEV004223,Android,12,Mid-range
DEV004224,iOS,16.5,Mid-range
DEV004225,Android,13,Mid-range
DEV004226,Android,13,Budget
DEV004227,Android,13,Premium
DEV004228,Android,14,Premium
DEV004229,Android,12,Mid-range
DEV004230,Android,13,Premium
DEV004231,Android,13,Premium
DEV004232,Android,12,Budget
DEV004233,Android,11,Mid-range
DEV004234,Android,12,Premium
DEV004235,Android,12,Budget
DEV004236,Android,12,Budget
DEV004237,iOS,16.5,Budget
DEV004238,Android,12,Mid-range
DEV004239,Android,11,Budget
DEV004240,Android,12,Budget
DEV004241,Android,13,Mid-range
DEV004242,Android,11,Budget
DEV004243,iOS,16.5,Mid-range
DEV004244,Android,14,Budget
DEV004245,Android,12,Mid-range
DEV004246,Android,12,Budget
DEV004247,Android,13,Budget
DEV004248,Android,12,Budget
DEV004249,iOS,16.5,Budget
DEV004250,Android,12,Budget
DEV004251,Android,12,Budget
DEV004252,Android,12,Budget
DEV004253,Android,11,Mid-range
DEV004254,Android,11,Mid-range
DEV004255,Android,11,Budget
DEV004256,Android,12,Mid-range
DEV004257,Android,11,Mid-range
DEV004258,Android,11,Mid-range
DEV004259,Android,14,Budget
DEV004260,Android,12,Mid-range
DEV004261,Android,12,Premium
DEV004262,Android,11,Budget
DEV004263,Android,11,Budget
DEV004264,Android,13,Premium
DEV004265,Android,11,Budget
DEV004266,Android,12,Mid-range
DEV004267,Android,12,Mid-range
DEV004268,Android,13,Mid-range
DEV004269,Android,13,Budget
DEV004270,Android,14,Premium
DEV004271,Android,12,Premium
DEV004272,Android,14,Budget
DEV004273,Android,11,Budget
DEV004274,Android,11,Budget
DEV004275,Android,12,Mid-range
DEV004276,Android,11,Mid-range
DEV004277,Android,12,Premium
DEV004278,Android,13,Mid-range
